source,target,weight
BuzzFeed_Fake_60,BuzzFeed_Fake_44,5
BuzzFeed_Real_21,BuzzFeed_Real_62,2
BuzzFeed_Real_85,BuzzFeed_Real_17,19
BuzzFeed_Real_17,BuzzFeed_Real_64,7
BuzzFeed_Real_64,BuzzFeed_Real_31,4
BuzzFeed_Real_64,BuzzFeed_Real_54,1
BuzzFeed_Real_14,BuzzFeed_Fake_79,6
BuzzFeed_Real_24,BuzzFeed_Real_88,1
BuzzFeed_Real_31,BuzzFeed_Real_54,1
BuzzFeed_Real_16,BuzzFeed_Fake_63,1
BuzzFeed_Real_80,BuzzFeed_Real_51,40
BuzzFeed_Real_80,BuzzFeed_Fake_1,1
BuzzFeed_Real_80,BuzzFeed_Fake_63,2
BuzzFeed_Real_69,BuzzFeed_Real_71,1
BuzzFeed_Real_82,BuzzFeed_Fake_58,1
BuzzFeed_Fake_66,BuzzFeed_Real_90,2
BuzzFeed_Real_54,BuzzFeed_Fake_12,1
BuzzFeed_Real_76,BuzzFeed_Real_60,1
BuzzFeed_Real_60,BuzzFeed_Fake_55,3
BuzzFeed_Fake_76,BuzzFeed_Real_90,1
