source,target,weight
PolitiFact_Real_36,PolitiFact_Real_100,24
PolitiFact_Real_36,PolitiFact_Real_108,28
PolitiFact_Real_48,PolitiFact_Real_59,48
PolitiFact_Real_48,PolitiFact_Real_68,30
PolitiFact_Real_48,PolitiFact_Real_70,44
PolitiFact_Real_48,PolitiFact_Real_75,37
PolitiFact_Real_48,PolitiFact_Real_78,28
PolitiFact_Real_48,PolitiFact_Real_94,41
PolitiFact_Real_48,PolitiFact_Real_100,25
PolitiFact_Real_48,PolitiFact_Real_108,28
PolitiFact_Real_51,PolitiFact_Real_59,45
PolitiFact_Real_51,PolitiFact_Real_68,30
PolitiFact_Real_51,PolitiFact_Real_70,47
PolitiFact_Real_51,PolitiFact_Real_75,26
PolitiFact_Real_51,PolitiFact_Real_78,29
PolitiFact_Real_51,PolitiFact_Real_94,46
PolitiFact_Real_51,PolitiFact_Real_100,26
PolitiFact_Real_51,PolitiFact_Real_108,30
PolitiFact_Real_59,PolitiFact_Real_67,25
PolitiFact_Real_59,PolitiFact_Real_68,42
PolitiFact_Real_59,PolitiFact_Real_70,63
PolitiFact_Real_59,PolitiFact_Real_75,37
PolitiFact_Real_59,PolitiFact_Real_78,31
PolitiFact_Real_59,PolitiFact_Real_88,39
PolitiFact_Real_59,PolitiFact_Real_94,57
PolitiFact_Real_59,PolitiFact_Real_98,49
PolitiFact_Real_59,PolitiFact_Real_100,28
PolitiFact_Real_59,PolitiFact_Real_108,37
PolitiFact_Real_67,PolitiFact_Real_68,24
PolitiFact_Real_67,PolitiFact_Real_70,25
PolitiFact_Real_67,PolitiFact_Real_75,18
PolitiFact_Real_67,PolitiFact_Real_78,50
PolitiFact_Real_67,PolitiFact_Real_94,24
PolitiFact_Real_67,PolitiFact_Real_100,25
PolitiFact_Real_67,PolitiFact_Real_108,57
PolitiFact_Real_68,PolitiFact_Real_70,39
PolitiFact_Real_68,PolitiFact_Real_75,20
PolitiFact_Real_68,PolitiFact_Real_78,29
PolitiFact_Real_68,PolitiFact_Real_88,22
PolitiFact_Real_68,PolitiFact_Real_94,26
PolitiFact_Real_68,PolitiFact_Real_98,27
PolitiFact_Real_68,PolitiFact_Real_100,26
PolitiFact_Real_68,PolitiFact_Real_108,31
PolitiFact_Real_70,PolitiFact_Real_75,35
PolitiFact_Real_70,PolitiFact_Real_78,29
PolitiFact_Real_70,PolitiFact_Real_88,38
PolitiFact_Real_70,PolitiFact_Real_94,55
PolitiFact_Real_70,PolitiFact_Real_98,47
PolitiFact_Real_70,PolitiFact_Real_100,28
PolitiFact_Real_70,PolitiFact_Real_108,31
PolitiFact_Real_75,PolitiFact_Real_78,20
PolitiFact_Real_75,PolitiFact_Real_88,34
PolitiFact_Real_75,PolitiFact_Real_94,33
PolitiFact_Real_75,PolitiFact_Real_98,34
PolitiFact_Real_75,PolitiFact_Real_100,21
PolitiFact_Real_75,PolitiFact_Real_108,20
PolitiFact_Real_78,PolitiFact_Real_88,18
PolitiFact_Real_78,PolitiFact_Real_94,99
PolitiFact_Real_78,PolitiFact_Real_98,22
PolitiFact_Real_78,PolitiFact_Real_100,32
PolitiFact_Real_78,PolitiFact_Real_108,82
PolitiFact_Real_88,PolitiFact_Real_94,32
PolitiFact_Real_88,PolitiFact_Real_100,18
PolitiFact_Real_88,PolitiFact_Real_108,20
PolitiFact_Real_94,PolitiFact_Real_98,38
PolitiFact_Real_94,PolitiFact_Real_100,27
PolitiFact_Real_94,PolitiFact_Real_108,38
PolitiFact_Real_98,PolitiFact_Real_100,23
PolitiFact_Real_98,PolitiFact_Real_108,25
PolitiFact_Real_100,PolitiFact_Real_108,36
PolitiFact_Real_90,PolitiFact_Fake_58,1
PolitiFact_Fake_22,PolitiFact_Fake_34,25
PolitiFact_Fake_15,PolitiFact_Fake_42,19
PolitiFact_Fake_35,PolitiFact_Fake_42,20
PolitiFact_Fake_35,PolitiFact_Fake_58,60
PolitiFact_Fake_21,PolitiFact_Fake_67,20
PolitiFact_Fake_21,PolitiFact_Fake_93,18
PolitiFact_Fake_21,PolitiFact_Fake_113,29
PolitiFact_Fake_67,PolitiFact_Fake_93,26
PolitiFact_Fake_67,PolitiFact_Fake_113,30
PolitiFact_Fake_93,PolitiFact_Fake_113,23
PolitiFact_Real_73,PolitiFact_Fake_58,3
PolitiFact_Real_58,PolitiFact_Real_61,4
PolitiFact_Real_58,PolitiFact_Real_94,6
PolitiFact_Real_61,PolitiFact_Real_94,10
PolitiFact_Real_73,PolitiFact_Fake_40,3
PolitiFact_Fake_2,PolitiFact_Fake_8,47
PolitiFact_Fake_2,PolitiFact_Fake_20,15
PolitiFact_Fake_2,PolitiFact_Fake_29,12
PolitiFact_Fake_2,PolitiFact_Fake_36,19
PolitiFact_Fake_2,PolitiFact_Fake_38,3
PolitiFact_Fake_2,PolitiFact_Fake_49,18
PolitiFact_Fake_2,PolitiFact_Fake_70,4
PolitiFact_Fake_8,PolitiFact_Fake_20,23
PolitiFact_Fake_8,PolitiFact_Fake_29,25
PolitiFact_Fake_8,PolitiFact_Fake_38,15
PolitiFact_Fake_8,PolitiFact_Fake_49,64
PolitiFact_Fake_8,PolitiFact_Fake_70,11
PolitiFact_Fake_20,PolitiFact_Fake_29,13
PolitiFact_Fake_20,PolitiFact_Fake_36,19
PolitiFact_Fake_20,PolitiFact_Fake_38,14
PolitiFact_Fake_20,PolitiFact_Fake_49,29
PolitiFact_Fake_20,PolitiFact_Fake_70,2
PolitiFact_Fake_29,PolitiFact_Fake_36,18
PolitiFact_Fake_29,PolitiFact_Fake_38,12
PolitiFact_Fake_29,PolitiFact_Fake_49,30
PolitiFact_Fake_29,PolitiFact_Fake_70,2
PolitiFact_Fake_36,PolitiFact_Fake_38,20
PolitiFact_Fake_36,PolitiFact_Fake_49,41
PolitiFact_Fake_36,PolitiFact_Fake_70,3
PolitiFact_Fake_38,PolitiFact_Fake_49,25
PolitiFact_Fake_38,PolitiFact_Fake_70,1
PolitiFact_Fake_49,PolitiFact_Fake_70,5
PolitiFact_Real_101,PolitiFact_Fake_99,1
PolitiFact_Fake_57,PolitiFact_Fake_89,1
PolitiFact_Fake_58,PolitiFact_Fake_67,17
PolitiFact_Real_21,PolitiFact_Real_61,30
PolitiFact_Real_21,PolitiFact_Real_106,31
PolitiFact_Real_61,PolitiFact_Real_106,32
PolitiFact_Fake_67,PolitiFact_Fake_80,29
PolitiFact_Fake_25,PolitiFact_Fake_36,39
PolitiFact_Fake_25,PolitiFact_Fake_38,20
PolitiFact_Fake_25,PolitiFact_Fake_58,51
PolitiFact_Fake_36,PolitiFact_Fake_67,16
PolitiFact_Fake_38,PolitiFact_Fake_58,5
PolitiFact_Fake_38,PolitiFact_Fake_67,7
PolitiFact_Fake_34,PolitiFact_Fake_84,3
PolitiFact_Fake_34,PolitiFact_Fake_101,6
PolitiFact_Fake_34,PolitiFact_Fake_110,4
PolitiFact_Fake_84,PolitiFact_Fake_101,12
PolitiFact_Fake_84,PolitiFact_Fake_110,2
PolitiFact_Fake_101,PolitiFact_Fake_110,9
PolitiFact_Fake_57,PolitiFact_Fake_58,45
PolitiFact_Fake_59,PolitiFact_Fake_80,16
PolitiFact_Fake_59,PolitiFact_Fake_113,37
PolitiFact_Fake_80,PolitiFact_Fake_113,46
PolitiFact_Fake_22,PolitiFact_Fake_59,4
PolitiFact_Real_5,PolitiFact_Real_8,1
PolitiFact_Real_5,PolitiFact_Real_9,1
PolitiFact_Real_5,PolitiFact_Real_23,3
PolitiFact_Real_5,PolitiFact_Real_111,3
PolitiFact_Real_8,PolitiFact_Real_9,246
PolitiFact_Real_8,PolitiFact_Real_23,3
PolitiFact_Real_8,PolitiFact_Real_111,1
PolitiFact_Real_9,PolitiFact_Real_23,3
PolitiFact_Real_9,PolitiFact_Real_111,1
PolitiFact_Real_23,PolitiFact_Real_111,3
PolitiFact_Real_11,PolitiFact_Real_16,11
PolitiFact_Real_11,PolitiFact_Real_46,12
PolitiFact_Real_11,PolitiFact_Real_55,13
PolitiFact_Real_11,PolitiFact_Real_107,8
PolitiFact_Real_11,PolitiFact_Real_118,13
PolitiFact_Real_16,PolitiFact_Real_46,11
PolitiFact_Real_16,PolitiFact_Real_55,10
PolitiFact_Real_16,PolitiFact_Real_107,8
PolitiFact_Real_16,PolitiFact_Real_118,11
PolitiFact_Real_46,PolitiFact_Real_55,12
PolitiFact_Real_46,PolitiFact_Real_107,8
PolitiFact_Real_46,PolitiFact_Real_118,11
PolitiFact_Real_55,PolitiFact_Real_107,10
PolitiFact_Real_55,PolitiFact_Real_118,12
PolitiFact_Real_107,PolitiFact_Real_118,8
PolitiFact_Fake_58,PolitiFact_Fake_80,27
PolitiFact_Real_2,PolitiFact_Fake_22,2
PolitiFact_Real_2,PolitiFact_Fake_41,2
PolitiFact_Fake_22,PolitiFact_Fake_41,8
PolitiFact_Fake_57,PolitiFact_Fake_100,10
PolitiFact_Real_13,PolitiFact_Real_34,11
PolitiFact_Real_13,PolitiFact_Fake_15,1
PolitiFact_Real_13,PolitiFact_Fake_34,2
PolitiFact_Real_13,PolitiFact_Fake_80,1
PolitiFact_Real_34,PolitiFact_Fake_15,4
PolitiFact_Real_34,PolitiFact_Fake_34,7
PolitiFact_Real_34,PolitiFact_Fake_80,1
PolitiFact_Fake_15,PolitiFact_Fake_34,5
PolitiFact_Fake_15,PolitiFact_Fake_80,28
PolitiFact_Fake_34,PolitiFact_Fake_80,3
PolitiFact_Fake_58,PolitiFact_Fake_84,32
PolitiFact_Fake_40,PolitiFact_Fake_97,1
PolitiFact_Fake_40,PolitiFact_Fake_101,3
PolitiFact_Fake_97,PolitiFact_Fake_101,11
PolitiFact_Fake_2,PolitiFact_Fake_25,38
PolitiFact_Fake_26,PolitiFact_Fake_42,2
PolitiFact_Fake_15,PolitiFact_Fake_51,12
PolitiFact_Real_17,PolitiFact_Real_46,10
PolitiFact_Real_17,PolitiFact_Real_79,20
PolitiFact_Real_17,PolitiFact_Real_113,9
PolitiFact_Real_17,PolitiFact_Fake_22,1
PolitiFact_Real_46,PolitiFact_Real_79,12
PolitiFact_Real_46,PolitiFact_Real_113,7
PolitiFact_Real_46,PolitiFact_Fake_22,1
PolitiFact_Real_79,PolitiFact_Real_113,10
PolitiFact_Real_79,PolitiFact_Fake_22,1
PolitiFact_Real_113,PolitiFact_Fake_22,2
PolitiFact_Fake_15,PolitiFact_Fake_59,17
PolitiFact_Real_50,PolitiFact_Real_83,1
PolitiFact_Real_50,PolitiFact_Real_91,3
PolitiFact_Real_50,PolitiFact_Real_119,2
PolitiFact_Real_50,PolitiFact_Fake_58,3
PolitiFact_Real_83,PolitiFact_Real_91,2
PolitiFact_Real_83,PolitiFact_Real_119,4
PolitiFact_Real_83,PolitiFact_Fake_58,1
PolitiFact_Real_91,PolitiFact_Real_119,5
PolitiFact_Real_91,PolitiFact_Fake_58,6
PolitiFact_Real_119,PolitiFact_Fake_58,2
PolitiFact_Fake_64,PolitiFact_Fake_95,1
PolitiFact_Real_37,PolitiFact_Fake_33,1
PolitiFact_Real_42,PolitiFact_Real_97,53
PolitiFact_Real_21,PolitiFact_Real_48,6
PolitiFact_Real_21,PolitiFact_Real_68,24
PolitiFact_Real_48,PolitiFact_Real_61,5
PolitiFact_Real_61,PolitiFact_Real_68,36
PolitiFact_Fake_56,PolitiFact_Fake_57,7
PolitiFact_Fake_56,PolitiFact_Fake_80,4
PolitiFact_Fake_57,PolitiFact_Fake_80,20
PolitiFact_Real_37,PolitiFact_Fake_35,3
PolitiFact_Real_37,PolitiFact_Fake_36,4
PolitiFact_Real_37,PolitiFact_Fake_75,5
PolitiFact_Real_37,PolitiFact_Fake_99,1
PolitiFact_Fake_35,PolitiFact_Fake_36,9
PolitiFact_Fake_35,PolitiFact_Fake_75,5
PolitiFact_Fake_35,PolitiFact_Fake_99,16
PolitiFact_Fake_36,PolitiFact_Fake_75,22
PolitiFact_Fake_75,PolitiFact_Fake_99,3
PolitiFact_Fake_2,PolitiFact_Fake_15,19
PolitiFact_Fake_2,PolitiFact_Fake_57,13
PolitiFact_Fake_15,PolitiFact_Fake_57,25
PolitiFact_Fake_25,PolitiFact_Fake_57,43
PolitiFact_Fake_42,PolitiFact_Fake_80,5
PolitiFact_Fake_42,PolitiFact_Fake_100,6
PolitiFact_Fake_58,PolitiFact_Fake_100,26
PolitiFact_Fake_80,PolitiFact_Fake_100,4
PolitiFact_Fake_67,PolitiFact_Fake_88,1
PolitiFact_Fake_21,PolitiFact_Fake_95,9
PolitiFact_Fake_58,PolitiFact_Fake_59,30
PolitiFact_Fake_3,PolitiFact_Fake_107,1
PolitiFact_Real_36,PolitiFact_Real_89,36
PolitiFact_Real_48,PolitiFact_Real_89,35
PolitiFact_Real_51,PolitiFact_Real_89,24
PolitiFact_Real_59,PolitiFact_Real_89,37
PolitiFact_Real_70,PolitiFact_Real_89,38
PolitiFact_Real_75,PolitiFact_Real_89,27
PolitiFact_Real_88,PolitiFact_Real_89,30
PolitiFact_Real_89,PolitiFact_Real_94,34
PolitiFact_Real_89,PolitiFact_Real_98,32
PolitiFact_Fake_60,PolitiFact_Fake_101,8
PolitiFact_Fake_57,PolitiFact_Fake_67,36
PolitiFact_Fake_6,PolitiFact_Fake_9,3
PolitiFact_Fake_47,PolitiFact_Fake_99,3
PolitiFact_Fake_42,PolitiFact_Fake_99,22
PolitiFact_Real_57,PolitiFact_Fake_93,1
PolitiFact_Fake_25,PolitiFact_Fake_29,36
PolitiFact_Fake_25,PolitiFact_Fake_75,11
PolitiFact_Fake_29,PolitiFact_Fake_58,13
PolitiFact_Fake_29,PolitiFact_Fake_75,3
PolitiFact_Fake_58,PolitiFact_Fake_75,17
PolitiFact_Real_13,PolitiFact_Fake_83,2
PolitiFact_Real_101,PolitiFact_Fake_48,1
PolitiFact_Real_40,PolitiFact_Real_70,1
PolitiFact_Fake_57,PolitiFact_Fake_101,9
PolitiFact_Real_70,PolitiFact_Fake_58,3
PolitiFact_Real_37,PolitiFact_Real_115,1
PolitiFact_Fake_42,PolitiFact_Fake_113,16
PolitiFact_Fake_74,PolitiFact_Fake_101,3
PolitiFact_Fake_80,PolitiFact_Fake_106,1
PolitiFact_Real_61,PolitiFact_Real_99,6
PolitiFact_Real_68,PolitiFact_Real_99,6
PolitiFact_Fake_2,PolitiFact_Fake_12,4
PolitiFact_Fake_2,PolitiFact_Fake_16,2
PolitiFact_Fake_2,PolitiFact_Fake_24,5
PolitiFact_Fake_2,PolitiFact_Fake_26,4
PolitiFact_Fake_2,PolitiFact_Fake_37,10
PolitiFact_Fake_2,PolitiFact_Fake_44,5
PolitiFact_Fake_2,PolitiFact_Fake_58,26
PolitiFact_Fake_12,PolitiFact_Fake_16,2
PolitiFact_Fake_12,PolitiFact_Fake_24,2
PolitiFact_Fake_12,PolitiFact_Fake_26,6
PolitiFact_Fake_12,PolitiFact_Fake_37,6
PolitiFact_Fake_12,PolitiFact_Fake_44,1
PolitiFact_Fake_12,PolitiFact_Fake_58,15
PolitiFact_Fake_16,PolitiFact_Fake_24,1
PolitiFact_Fake_16,PolitiFact_Fake_26,1
PolitiFact_Fake_16,PolitiFact_Fake_37,1
PolitiFact_Fake_16,PolitiFact_Fake_44,1
PolitiFact_Fake_16,PolitiFact_Fake_58,3
PolitiFact_Fake_24,PolitiFact_Fake_26,3
PolitiFact_Fake_24,PolitiFact_Fake_37,1
PolitiFact_Fake_24,PolitiFact_Fake_44,2
PolitiFact_Fake_24,PolitiFact_Fake_58,47
PolitiFact_Fake_26,PolitiFact_Fake_37,6
PolitiFact_Fake_26,PolitiFact_Fake_44,2
PolitiFact_Fake_26,PolitiFact_Fake_58,8
PolitiFact_Fake_37,PolitiFact_Fake_44,5
PolitiFact_Fake_37,PolitiFact_Fake_58,6
PolitiFact_Fake_44,PolitiFact_Fake_58,4
PolitiFact_Real_13,PolitiFact_Fake_41,2
PolitiFact_Fake_36,PolitiFact_Fake_57,28
PolitiFact_Fake_49,PolitiFact_Fake_75,27
PolitiFact_Fake_49,PolitiFact_Fake_86,24
PolitiFact_Fake_49,PolitiFact_Fake_95,15
PolitiFact_Fake_49,PolitiFact_Fake_100,11
PolitiFact_Fake_75,PolitiFact_Fake_86,8
PolitiFact_Fake_75,PolitiFact_Fake_95,3
PolitiFact_Fake_75,PolitiFact_Fake_100,3
PolitiFact_Fake_86,PolitiFact_Fake_95,9
PolitiFact_Fake_86,PolitiFact_Fake_100,7
PolitiFact_Fake_95,PolitiFact_Fake_100,4
PolitiFact_Real_35,PolitiFact_Fake_15,1
PolitiFact_Real_28,PolitiFact_Real_37,2
PolitiFact_Fake_8,PolitiFact_Fake_95,15
PolitiFact_Fake_95,PolitiFact_Fake_113,22
PolitiFact_Fake_27,PolitiFact_Fake_68,2
PolitiFact_Fake_2,PolitiFact_Fake_60,5
PolitiFact_Real_70,PolitiFact_Fake_8,2
PolitiFact_Fake_8,PolitiFact_Fake_21,57
PolitiFact_Fake_8,PolitiFact_Fake_51,43
PolitiFact_Fake_21,PolitiFact_Fake_46,42
PolitiFact_Fake_21,PolitiFact_Fake_51,46
PolitiFact_Fake_46,PolitiFact_Fake_51,55
PolitiFact_Real_37,PolitiFact_Real_59,24
PolitiFact_Real_37,PolitiFact_Real_65,13
PolitiFact_Real_37,PolitiFact_Real_68,10
PolitiFact_Real_37,PolitiFact_Real_70,27
PolitiFact_Real_37,PolitiFact_Real_80,14
PolitiFact_Real_59,PolitiFact_Real_65,26
PolitiFact_Real_59,PolitiFact_Real_80,13
PolitiFact_Real_65,PolitiFact_Real_68,21
PolitiFact_Real_65,PolitiFact_Real_70,25
PolitiFact_Real_65,PolitiFact_Real_80,8
PolitiFact_Real_68,PolitiFact_Real_80,5
PolitiFact_Real_70,PolitiFact_Real_80,11
PolitiFact_Fake_14,PolitiFact_Fake_24,1
PolitiFact_Fake_16,PolitiFact_Fake_28,1
PolitiFact_Real_81,PolitiFact_Fake_41,1
PolitiFact_Real_6,PolitiFact_Real_8,13
PolitiFact_Real_6,PolitiFact_Real_9,13
PolitiFact_Real_6,PolitiFact_Real_73,16
PolitiFact_Real_8,PolitiFact_Real_73,14
PolitiFact_Real_9,PolitiFact_Real_73,14
PolitiFact_Fake_8,PolitiFact_Fake_37,14
PolitiFact_Fake_25,PolitiFact_Fake_37,22
PolitiFact_Fake_25,PolitiFact_Fake_113,63
PolitiFact_Fake_37,PolitiFact_Fake_113,13
PolitiFact_Real_84,PolitiFact_Fake_8,7
PolitiFact_Real_84,PolitiFact_Fake_12,3
PolitiFact_Real_84,PolitiFact_Fake_21,4
PolitiFact_Real_84,PolitiFact_Fake_25,4
PolitiFact_Real_84,PolitiFact_Fake_28,2
PolitiFact_Real_84,PolitiFact_Fake_48,1
PolitiFact_Real_84,PolitiFact_Fake_49,8
PolitiFact_Real_84,PolitiFact_Fake_60,7
PolitiFact_Real_84,PolitiFact_Fake_95,3
PolitiFact_Fake_8,PolitiFact_Fake_12,25
PolitiFact_Fake_8,PolitiFact_Fake_48,18
PolitiFact_Fake_8,PolitiFact_Fake_60,34
PolitiFact_Fake_12,PolitiFact_Fake_21,19
PolitiFact_Fake_12,PolitiFact_Fake_25,15
PolitiFact_Fake_12,PolitiFact_Fake_28,6
PolitiFact_Fake_12,PolitiFact_Fake_48,10
PolitiFact_Fake_12,PolitiFact_Fake_49,20
PolitiFact_Fake_12,PolitiFact_Fake_60,17
PolitiFact_Fake_12,PolitiFact_Fake_95,2
PolitiFact_Fake_21,PolitiFact_Fake_25,35
PolitiFact_Fake_21,PolitiFact_Fake_28,18
PolitiFact_Fake_21,PolitiFact_Fake_48,10
PolitiFact_Fake_21,PolitiFact_Fake_49,58
PolitiFact_Fake_21,PolitiFact_Fake_60,24
PolitiFact_Fake_25,PolitiFact_Fake_48,13
PolitiFact_Fake_25,PolitiFact_Fake_49,50
PolitiFact_Fake_25,PolitiFact_Fake_60,34
PolitiFact_Fake_25,PolitiFact_Fake_95,15
PolitiFact_Fake_28,PolitiFact_Fake_48,8
PolitiFact_Fake_28,PolitiFact_Fake_49,19
PolitiFact_Fake_28,PolitiFact_Fake_60,11
PolitiFact_Fake_28,PolitiFact_Fake_95,6
PolitiFact_Fake_48,PolitiFact_Fake_49,22
PolitiFact_Fake_48,PolitiFact_Fake_60,19
PolitiFact_Fake_48,PolitiFact_Fake_95,5
PolitiFact_Fake_49,PolitiFact_Fake_60,30
PolitiFact_Fake_60,PolitiFact_Fake_95,4
PolitiFact_Real_76,PolitiFact_Fake_22,3
PolitiFact_Fake_70,PolitiFact_Fake_84,4
PolitiFact_Fake_41,PolitiFact_Fake_58,2
PolitiFact_Real_27,PolitiFact_Real_52,5
PolitiFact_Real_27,PolitiFact_Real_57,5
PolitiFact_Real_52,PolitiFact_Real_57,17
PolitiFact_Real_58,PolitiFact_Real_116,3
PolitiFact_Real_94,PolitiFact_Real_116,5
PolitiFact_Real_77,PolitiFact_Fake_107,2
PolitiFact_Fake_21,PolitiFact_Fake_44,3
PolitiFact_Fake_21,PolitiFact_Fake_80,23
PolitiFact_Fake_44,PolitiFact_Fake_80,7
PolitiFact_Fake_6,PolitiFact_Fake_80,2
PolitiFact_Real_84,PolitiFact_Fake_32,2
PolitiFact_Real_84,PolitiFact_Fake_58,7
PolitiFact_Real_84,PolitiFact_Fake_59,2
PolitiFact_Real_84,PolitiFact_Fake_80,4
PolitiFact_Real_84,PolitiFact_Fake_87,1
PolitiFact_Fake_8,PolitiFact_Fake_32,11
PolitiFact_Fake_8,PolitiFact_Fake_59,36
PolitiFact_Fake_8,PolitiFact_Fake_80,34
PolitiFact_Fake_8,PolitiFact_Fake_87,4
PolitiFact_Fake_12,PolitiFact_Fake_32,6
PolitiFact_Fake_12,PolitiFact_Fake_59,10
PolitiFact_Fake_12,PolitiFact_Fake_80,8
PolitiFact_Fake_12,PolitiFact_Fake_87,3
PolitiFact_Fake_21,PolitiFact_Fake_32,9
PolitiFact_Fake_21,PolitiFact_Fake_58,15
PolitiFact_Fake_21,PolitiFact_Fake_59,15
PolitiFact_Fake_21,PolitiFact_Fake_87,3
PolitiFact_Fake_32,PolitiFact_Fake_58,6
PolitiFact_Fake_32,PolitiFact_Fake_59,5
PolitiFact_Fake_32,PolitiFact_Fake_60,12
PolitiFact_Fake_32,PolitiFact_Fake_80,6
PolitiFact_Fake_32,PolitiFact_Fake_87,1
PolitiFact_Fake_58,PolitiFact_Fake_60,17
PolitiFact_Fake_58,PolitiFact_Fake_87,1
PolitiFact_Fake_59,PolitiFact_Fake_60,12
PolitiFact_Fake_59,PolitiFact_Fake_87,4
PolitiFact_Fake_60,PolitiFact_Fake_80,13
PolitiFact_Fake_60,PolitiFact_Fake_87,2
PolitiFact_Fake_80,PolitiFact_Fake_87,2
PolitiFact_Real_91,PolitiFact_Fake_8,3
