source,target,weight
BuzzFeed_Fake_69,BuzzFeed_Fake_67,8
BuzzFeed_Fake_69,BuzzFeed_Fake_84,10
BuzzFeed_Fake_69,BuzzFeed_Fake_74,6
BuzzFeed_Fake_69,BuzzFeed_Fake_50,1
BuzzFeed_Fake_69,BuzzFeed_Real_51,1
BuzzFeed_Fake_2,BuzzFeed_Fake_20,2
BuzzFeed_Fake_2,BuzzFeed_Fake_27,1
BuzzFeed_Fake_2,BuzzFeed_Fake_83,3
BuzzFeed_Fake_2,BuzzFeed_Fake_29,5
BuzzFeed_Fake_2,BuzzFeed_Fake_88,3
BuzzFeed_Fake_2,BuzzFeed_Fake_73,1
BuzzFeed_Fake_2,BuzzFeed_Real_45,1
BuzzFeed_Fake_77,BuzzFeed_Fake_90,44
BuzzFeed_Fake_77,BuzzFeed_Real_66,1
BuzzFeed_Fake_77,BuzzFeed_Real_17,1
BuzzFeed_Fake_77,BuzzFeed_Real_23,1
BuzzFeed_Fake_77,BuzzFeed_Fake_13,8
BuzzFeed_Fake_77,BuzzFeed_Fake_5,5
BuzzFeed_Fake_77,BuzzFeed_Real_13,2
BuzzFeed_Real_23,BuzzFeed_Real_66,76
BuzzFeed_Real_23,BuzzFeed_Real_17,14
BuzzFeed_Real_23,BuzzFeed_Real_42,33
BuzzFeed_Real_23,BuzzFeed_Real_48,6
BuzzFeed_Real_23,BuzzFeed_Real_50,2
BuzzFeed_Real_23,BuzzFeed_Real_20,1
BuzzFeed_Real_23,BuzzFeed_Real_31,3
BuzzFeed_Real_45,BuzzFeed_Real_21,22
BuzzFeed_Real_45,BuzzFeed_Real_34,9
BuzzFeed_Real_45,BuzzFeed_Real_71,8
BuzzFeed_Real_45,BuzzFeed_Real_83,5
BuzzFeed_Real_45,BuzzFeed_Real_27,3
BuzzFeed_Real_45,BuzzFeed_Real_25,1
BuzzFeed_Real_64,BuzzFeed_Fake_12,1
BuzzFeed_Real_64,BuzzFeed_Real_50,2
BuzzFeed_Real_64,BuzzFeed_Real_29,3
BuzzFeed_Fake_71,BuzzFeed_Fake_78,4
BuzzFeed_Fake_71,BuzzFeed_Fake_31,5
BuzzFeed_Fake_71,BuzzFeed_Real_1,1
BuzzFeed_Fake_71,BuzzFeed_Fake_56,2
BuzzFeed_Fake_71,BuzzFeed_Real_13,1
BuzzFeed_Fake_71,BuzzFeed_Fake_40,2
BuzzFeed_Fake_71,BuzzFeed_Fake_72,2
BuzzFeed_Real_42,BuzzFeed_Real_72,46
BuzzFeed_Real_42,BuzzFeed_Real_21,50
BuzzFeed_Real_42,BuzzFeed_Real_41,69
BuzzFeed_Real_42,BuzzFeed_Real_77,28
BuzzFeed_Real_42,BuzzFeed_Real_62,7
BuzzFeed_Real_42,BuzzFeed_Real_38,13
BuzzFeed_Real_42,BuzzFeed_Fake_12,2
BuzzFeed_Real_42,BuzzFeed_Real_65,11
BuzzFeed_Real_42,BuzzFeed_Fake_30,1
BuzzFeed_Real_42,BuzzFeed_Fake_58,2
BuzzFeed_Real_42,BuzzFeed_Fake_84,1
BuzzFeed_Real_42,BuzzFeed_Fake_31,1
BuzzFeed_Real_60,BuzzFeed_Fake_55,3
BuzzFeed_Real_72,BuzzFeed_Real_31,16
BuzzFeed_Real_72,BuzzFeed_Fake_62,10
BuzzFeed_Real_72,BuzzFeed_Real_2,10
BuzzFeed_Real_72,BuzzFeed_Real_52,4
BuzzFeed_Real_72,BuzzFeed_Real_30,9
BuzzFeed_Real_72,BuzzFeed_Real_44,3
BuzzFeed_Real_72,BuzzFeed_Fake_22,1
BuzzFeed_Real_72,BuzzFeed_Real_3,2
BuzzFeed_Real_72,BuzzFeed_Real_86,2
BuzzFeed_Real_87,BuzzFeed_Real_31,16
BuzzFeed_Real_87,BuzzFeed_Real_6,20
BuzzFeed_Real_87,BuzzFeed_Real_59,9
BuzzFeed_Real_87,BuzzFeed_Real_65,15
BuzzFeed_Real_87,BuzzFeed_Real_10,16
BuzzFeed_Real_87,BuzzFeed_Real_41,10
BuzzFeed_Real_87,BuzzFeed_Fake_19,1
BuzzFeed_Real_87,BuzzFeed_Fake_47,1
BuzzFeed_Real_87,BuzzFeed_Real_16,2
BuzzFeed_Real_87,BuzzFeed_Real_70,12
BuzzFeed_Real_87,BuzzFeed_Real_39,1
BuzzFeed_Real_87,BuzzFeed_Real_53,1
BuzzFeed_Real_87,BuzzFeed_Real_40,1
BuzzFeed_Real_87,BuzzFeed_Real_86,1
BuzzFeed_Fake_44,BuzzFeed_Real_2,1
BuzzFeed_Fake_44,BuzzFeed_Real_57,1
BuzzFeed_Fake_55,BuzzFeed_Fake_60,3
BuzzFeed_Fake_55,BuzzFeed_Real_37,1
BuzzFeed_Fake_55,BuzzFeed_Fake_66,1
BuzzFeed_Fake_60,BuzzFeed_Fake_33,10
BuzzFeed_Fake_60,BuzzFeed_Fake_1,1
BuzzFeed_Fake_60,BuzzFeed_Real_71,1
BuzzFeed_Fake_60,BuzzFeed_Real_22,10
BuzzFeed_Fake_90,BuzzFeed_Fake_41,2
BuzzFeed_Fake_90,BuzzFeed_Fake_35,25
BuzzFeed_Fake_90,BuzzFeed_Fake_31,14
BuzzFeed_Fake_90,BuzzFeed_Fake_8,3
BuzzFeed_Real_55,BuzzFeed_Real_21,4
BuzzFeed_Real_55,BuzzFeed_Real_57,3
BuzzFeed_Fake_51,BuzzFeed_Fake_50,13
BuzzFeed_Fake_51,BuzzFeed_Fake_28,2
BuzzFeed_Fake_51,BuzzFeed_Fake_22,12
BuzzFeed_Fake_51,BuzzFeed_Fake_34,8
BuzzFeed_Fake_51,BuzzFeed_Fake_84,2
BuzzFeed_Fake_51,BuzzFeed_Fake_19,6
BuzzFeed_Fake_51,BuzzFeed_Fake_16,4
BuzzFeed_Fake_51,BuzzFeed_Fake_54,1
BuzzFeed_Fake_51,BuzzFeed_Fake_21,3
BuzzFeed_Fake_51,BuzzFeed_Fake_86,2
BuzzFeed_Fake_59,BuzzFeed_Real_37,2
BuzzFeed_Fake_62,BuzzFeed_Real_15,1
BuzzFeed_Fake_62,BuzzFeed_Fake_4,1
BuzzFeed_Fake_62,BuzzFeed_Fake_30,1
BuzzFeed_Fake_62,BuzzFeed_Real_90,1
BuzzFeed_Fake_62,BuzzFeed_Real_57,1
BuzzFeed_Fake_62,BuzzFeed_Real_56,2
BuzzFeed_Fake_62,BuzzFeed_Real_82,1
BuzzFeed_Fake_62,BuzzFeed_Real_53,1
BuzzFeed_Fake_62,BuzzFeed_Real_38,1
BuzzFeed_Fake_14,BuzzFeed_Fake_65,1
BuzzFeed_Fake_14,BuzzFeed_Fake_75,1
BuzzFeed_Fake_14,BuzzFeed_Fake_53,2
BuzzFeed_Fake_14,BuzzFeed_Fake_41,1
BuzzFeed_Fake_14,BuzzFeed_Real_44,1
BuzzFeed_Fake_14,BuzzFeed_Fake_6,1
BuzzFeed_Fake_31,BuzzFeed_Fake_78,12
BuzzFeed_Fake_31,BuzzFeed_Real_43,15
BuzzFeed_Fake_31,BuzzFeed_Fake_18,8
BuzzFeed_Fake_31,BuzzFeed_Real_18,1
BuzzFeed_Fake_31,BuzzFeed_Real_13,2
BuzzFeed_Fake_31,BuzzFeed_Fake_25,1
BuzzFeed_Fake_47,BuzzFeed_Real_30,2
BuzzFeed_Fake_47,BuzzFeed_Fake_22,17
BuzzFeed_Fake_47,BuzzFeed_Real_37,1
BuzzFeed_Fake_47,BuzzFeed_Fake_11,2
BuzzFeed_Fake_47,BuzzFeed_Fake_18,12
BuzzFeed_Fake_47,BuzzFeed_Fake_72,6
BuzzFeed_Fake_47,BuzzFeed_Fake_40,3
BuzzFeed_Fake_50,BuzzFeed_Fake_9,6
BuzzFeed_Fake_50,BuzzFeed_Fake_48,2
BuzzFeed_Fake_50,BuzzFeed_Real_18,1
BuzzFeed_Fake_50,BuzzFeed_Real_37,1
BuzzFeed_Fake_50,BuzzFeed_Real_49,1
BuzzFeed_Fake_50,BuzzFeed_Fake_5,1
BuzzFeed_Fake_22,BuzzFeed_Fake_37,1
BuzzFeed_Fake_22,BuzzFeed_Fake_78,10
BuzzFeed_Fake_22,BuzzFeed_Fake_7,1
BuzzFeed_Fake_22,BuzzFeed_Fake_68,1
BuzzFeed_Fake_22,BuzzFeed_Fake_86,2
BuzzFeed_Fake_22,BuzzFeed_Fake_36,1
BuzzFeed_Fake_5,BuzzFeed_Fake_36,1
BuzzFeed_Fake_5,BuzzFeed_Fake_3,1
BuzzFeed_Fake_34,BuzzFeed_Fake_39,7
BuzzFeed_Fake_34,BuzzFeed_Fake_15,5
BuzzFeed_Fake_34,BuzzFeed_Fake_29,8
BuzzFeed_Fake_34,BuzzFeed_Real_18,1
BuzzFeed_Fake_34,BuzzFeed_Real_77,2
BuzzFeed_Fake_34,BuzzFeed_Real_78,1
BuzzFeed_Fake_37,BuzzFeed_Fake_16,1
BuzzFeed_Fake_37,BuzzFeed_Fake_30,3
BuzzFeed_Fake_37,BuzzFeed_Fake_35,1
BuzzFeed_Fake_52,BuzzFeed_Real_58,4
BuzzFeed_Fake_52,BuzzFeed_Fake_36,2
BuzzFeed_Fake_52,BuzzFeed_Fake_15,1
BuzzFeed_Fake_28,BuzzFeed_Fake_18,2
BuzzFeed_Fake_30,BuzzFeed_Fake_18,3
BuzzFeed_Fake_30,BuzzFeed_Fake_84,1
BuzzFeed_Real_58,BuzzFeed_Real_26,5
BuzzFeed_Real_58,BuzzFeed_Fake_84,5
BuzzFeed_Fake_19,BuzzFeed_Real_19,1
BuzzFeed_Fake_19,BuzzFeed_Real_30,1
BuzzFeed_Fake_19,BuzzFeed_Real_37,1
BuzzFeed_Fake_19,BuzzFeed_Fake_18,4
BuzzFeed_Fake_19,BuzzFeed_Fake_82,1
BuzzFeed_Fake_19,BuzzFeed_Fake_53,2
BuzzFeed_Fake_19,BuzzFeed_Real_1,1
BuzzFeed_Real_31,BuzzFeed_Real_10,6
BuzzFeed_Real_31,BuzzFeed_Real_77,9
BuzzFeed_Real_31,BuzzFeed_Real_2,1
BuzzFeed_Real_71,BuzzFeed_Real_80,36
BuzzFeed_Real_71,BuzzFeed_Real_2,18
BuzzFeed_Real_15,BuzzFeed_Real_5,3
BuzzFeed_Real_15,BuzzFeed_Real_83,3
BuzzFeed_Real_15,BuzzFeed_Real_9,3
BuzzFeed_Real_15,BuzzFeed_Real_27,1
BuzzFeed_Real_21,BuzzFeed_Real_83,5
BuzzFeed_Real_21,BuzzFeed_Fake_56,1
BuzzFeed_Real_21,BuzzFeed_Real_81,5
BuzzFeed_Real_10,BuzzFeed_Real_51,2
BuzzFeed_Real_10,BuzzFeed_Real_68,5
BuzzFeed_Real_10,BuzzFeed_Real_34,2
BuzzFeed_Real_10,BuzzFeed_Fake_63,1
BuzzFeed_Real_41,BuzzFeed_Real_73,11
BuzzFeed_Real_41,BuzzFeed_Real_30,5
BuzzFeed_Real_41,BuzzFeed_Real_2,4
BuzzFeed_Real_5,BuzzFeed_Real_9,47
BuzzFeed_Real_5,BuzzFeed_Real_34,37
BuzzFeed_Real_5,BuzzFeed_Real_44,6
BuzzFeed_Real_5,BuzzFeed_Real_38,4
BuzzFeed_Real_5,BuzzFeed_Real_48,2
BuzzFeed_Real_5,BuzzFeed_Real_79,1
BuzzFeed_Real_5,BuzzFeed_Fake_1,1
BuzzFeed_Real_5,BuzzFeed_Real_81,3
BuzzFeed_Real_5,BuzzFeed_Real_83,2
BuzzFeed_Real_5,BuzzFeed_Real_27,1
BuzzFeed_Real_6,BuzzFeed_Real_44,7
BuzzFeed_Real_6,BuzzFeed_Real_86,2
BuzzFeed_Real_6,BuzzFeed_Real_65,11
BuzzFeed_Real_6,BuzzFeed_Fake_36,1
BuzzFeed_Real_6,BuzzFeed_Fake_64,1
BuzzFeed_Real_6,BuzzFeed_Real_67,3
BuzzFeed_Real_6,BuzzFeed_Fake_68,1
BuzzFeed_Real_30,BuzzFeed_Real_59,9
BuzzFeed_Real_30,BuzzFeed_Real_8,1
BuzzFeed_Real_30,BuzzFeed_Fake_9,1
BuzzFeed_Real_30,BuzzFeed_Real_57,3
BuzzFeed_Real_30,BuzzFeed_Real_52,1
BuzzFeed_Fake_84,BuzzFeed_Fake_74,8
BuzzFeed_Real_57,BuzzFeed_Real_34,39
BuzzFeed_Real_57,BuzzFeed_Real_38,5
BuzzFeed_Real_57,BuzzFeed_Real_83,5
BuzzFeed_Real_57,BuzzFeed_Real_20,2
BuzzFeed_Real_57,BuzzFeed_Real_65,3
BuzzFeed_Real_57,BuzzFeed_Real_68,2
BuzzFeed_Fake_64,BuzzFeed_Real_22,7
BuzzFeed_Fake_64,BuzzFeed_Real_54,1
BuzzFeed_Fake_64,BuzzFeed_Real_79,2
BuzzFeed_Fake_64,BuzzFeed_Real_90,1
BuzzFeed_Fake_64,BuzzFeed_Fake_76,3
BuzzFeed_Real_2,BuzzFeed_Real_34,16
BuzzFeed_Real_50,BuzzFeed_Real_3,19
BuzzFeed_Real_50,BuzzFeed_Real_85,18
BuzzFeed_Real_50,BuzzFeed_Real_13,2
BuzzFeed_Real_50,BuzzFeed_Real_19,1
BuzzFeed_Real_50,BuzzFeed_Real_27,1
BuzzFeed_Real_50,BuzzFeed_Real_62,1
BuzzFeed_Real_73,BuzzFeed_Real_17,26
BuzzFeed_Real_73,BuzzFeed_Real_48,5
BuzzFeed_Real_73,BuzzFeed_Real_13,15
BuzzFeed_Real_73,BuzzFeed_Real_18,5
BuzzFeed_Real_73,BuzzFeed_Real_65,3
BuzzFeed_Real_73,BuzzFeed_Real_78,4
BuzzFeed_Real_73,BuzzFeed_Real_67,1
BuzzFeed_Real_80,BuzzFeed_Real_74,1
BuzzFeed_Real_80,BuzzFeed_Real_77,2
BuzzFeed_Real_80,BuzzFeed_Real_20,1
BuzzFeed_Fake_35,BuzzFeed_Fake_20,5
BuzzFeed_Fake_35,BuzzFeed_Real_29,1
BuzzFeed_Fake_35,BuzzFeed_Real_49,1
BuzzFeed_Fake_35,BuzzFeed_Real_65,1
BuzzFeed_Fake_35,BuzzFeed_Real_13,3
BuzzFeed_Fake_35,BuzzFeed_Fake_68,1
BuzzFeed_Fake_35,BuzzFeed_Fake_13,3
BuzzFeed_Real_78,BuzzFeed_Real_20,11
BuzzFeed_Real_78,BuzzFeed_Real_14,1
BuzzFeed_Real_78,BuzzFeed_Fake_73,1
BuzzFeed_Real_66,BuzzFeed_Real_13,11
BuzzFeed_Real_66,BuzzFeed_Real_38,10
BuzzFeed_Real_66,BuzzFeed_Real_25,2
BuzzFeed_Real_66,BuzzFeed_Real_37,2
BuzzFeed_Real_17,BuzzFeed_Real_44,9
BuzzFeed_Real_17,BuzzFeed_Real_85,19
BuzzFeed_Real_17,BuzzFeed_Real_48,3
BuzzFeed_Real_17,BuzzFeed_Real_84,1
BuzzFeed_Real_18,BuzzFeed_Real_77,15
BuzzFeed_Real_18,BuzzFeed_Real_9,1
BuzzFeed_Real_3,BuzzFeed_Real_86,33
BuzzFeed_Real_3,BuzzFeed_Real_16,1
BuzzFeed_Real_9,BuzzFeed_Real_48,2
BuzzFeed_Real_9,BuzzFeed_Real_29,1
BuzzFeed_Real_34,BuzzFeed_Real_51,37
BuzzFeed_Real_34,BuzzFeed_Real_13,4
BuzzFeed_Real_34,BuzzFeed_Real_56,1
BuzzFeed_Real_34,BuzzFeed_Real_59,1
BuzzFeed_Real_34,BuzzFeed_Real_70,1
BuzzFeed_Real_34,BuzzFeed_Real_77,1
BuzzFeed_Real_34,BuzzFeed_Real_83,1
BuzzFeed_Real_86,BuzzFeed_Real_37,1
BuzzFeed_Real_83,BuzzFeed_Real_13,3
BuzzFeed_Real_83,BuzzFeed_Real_27,5
BuzzFeed_Real_85,BuzzFeed_Real_13,2
BuzzFeed_Real_85,BuzzFeed_Real_77,2
BuzzFeed_Real_85,BuzzFeed_Real_68,1
BuzzFeed_Real_38,BuzzFeed_Real_48,1
BuzzFeed_Fake_4,BuzzFeed_Fake_56,3
BuzzFeed_Fake_4,BuzzFeed_Real_77,2
BuzzFeed_Fake_4,BuzzFeed_Real_16,1
BuzzFeed_Fake_4,BuzzFeed_Real_88,1
BuzzFeed_Fake_91,BuzzFeed_Fake_70,11
BuzzFeed_Fake_91,BuzzFeed_Fake_88,11
BuzzFeed_Fake_9,BuzzFeed_Fake_16,3
BuzzFeed_Fake_9,BuzzFeed_Fake_29,4
BuzzFeed_Fake_9,BuzzFeed_Fake_21,5
BuzzFeed_Fake_16,BuzzFeed_Fake_13,1
BuzzFeed_Real_43,BuzzFeed_Fake_46,1
BuzzFeed_Real_43,BuzzFeed_Fake_7,3
BuzzFeed_Fake_7,BuzzFeed_Fake_10,11
BuzzFeed_Fake_7,BuzzFeed_Fake_20,9
BuzzFeed_Fake_7,BuzzFeed_Fake_78,1
BuzzFeed_Fake_7,BuzzFeed_Real_47,2
BuzzFeed_Fake_15,BuzzFeed_Real_44,1
BuzzFeed_Real_56,BuzzFeed_Fake_63,1
BuzzFeed_Fake_61,BuzzFeed_Real_54,1
BuzzFeed_Fake_61,BuzzFeed_Fake_63,9
BuzzFeed_Real_25,BuzzFeed_Real_68,3
BuzzFeed_Fake_17,BuzzFeed_Fake_13,2
BuzzFeed_Fake_17,BuzzFeed_Real_24,1
BuzzFeed_Fake_17,BuzzFeed_Real_28,2
BuzzFeed_Fake_17,BuzzFeed_Real_47,2
BuzzFeed_Fake_17,BuzzFeed_Fake_3,2
BuzzFeed_Fake_17,BuzzFeed_Fake_27,2
BuzzFeed_Fake_17,BuzzFeed_Fake_8,1
BuzzFeed_Fake_1,BuzzFeed_Real_90,4
BuzzFeed_Fake_1,BuzzFeed_Real_79,1
BuzzFeed_Real_81,BuzzFeed_Real_37,4
BuzzFeed_Real_81,BuzzFeed_Real_68,9
BuzzFeed_Real_81,BuzzFeed_Real_69,7
BuzzFeed_Real_81,BuzzFeed_Real_40,1
BuzzFeed_Fake_13,BuzzFeed_Fake_56,3
BuzzFeed_Fake_13,BuzzFeed_Fake_6,1
BuzzFeed_Fake_13,BuzzFeed_Fake_20,1
BuzzFeed_Fake_13,BuzzFeed_Fake_27,1
BuzzFeed_Fake_39,BuzzFeed_Fake_48,1
BuzzFeed_Fake_39,BuzzFeed_Fake_11,1
BuzzFeed_Real_44,BuzzFeed_Real_16,2
BuzzFeed_Real_44,BuzzFeed_Real_29,2
BuzzFeed_Real_28,BuzzFeed_Real_8,2
BuzzFeed_Real_28,BuzzFeed_Real_47,2
BuzzFeed_Real_28,BuzzFeed_Fake_27,1
BuzzFeed_Fake_33,BuzzFeed_Real_53,3
BuzzFeed_Fake_78,BuzzFeed_Fake_53,6
BuzzFeed_Fake_78,BuzzFeed_Fake_86,1
BuzzFeed_Real_77,BuzzFeed_Real_13,4
BuzzFeed_Real_77,BuzzFeed_Real_8,1
BuzzFeed_Real_77,BuzzFeed_Fake_36,1
BuzzFeed_Real_77,BuzzFeed_Real_52,3
BuzzFeed_Fake_56,BuzzFeed_Real_19,1
BuzzFeed_Fake_56,BuzzFeed_Real_37,1
BuzzFeed_Fake_82,BuzzFeed_Fake_11,1
BuzzFeed_Real_13,BuzzFeed_Fake_48,1
BuzzFeed_Fake_10,BuzzFeed_Fake_53,2
BuzzFeed_Real_82,BuzzFeed_Real_70,1
BuzzFeed_Real_54,BuzzFeed_Real_53,1
BuzzFeed_Fake_12,BuzzFeed_Real_68,1
BuzzFeed_Real_19,BuzzFeed_Real_29,10
BuzzFeed_Real_19,BuzzFeed_Real_37,6
BuzzFeed_Real_20,BuzzFeed_Real_65,9
BuzzFeed_Real_20,BuzzFeed_Fake_36,1
BuzzFeed_Real_20,BuzzFeed_Real_62,4
BuzzFeed_Real_29,BuzzFeed_Fake_36,1
BuzzFeed_Real_29,BuzzFeed_Real_70,9
BuzzFeed_Real_29,BuzzFeed_Real_68,7
BuzzFeed_Real_37,BuzzFeed_Real_69,3
BuzzFeed_Real_49,BuzzFeed_Real_70,7
BuzzFeed_Fake_41,BuzzFeed_Fake_40,1
BuzzFeed_Fake_42,BuzzFeed_Fake_86,1
BuzzFeed_Real_68,BuzzFeed_Fake_66,1
BuzzFeed_Real_68,BuzzFeed_Real_84,4
BuzzFeed_Fake_29,BuzzFeed_Fake_11,1
BuzzFeed_Fake_72,BuzzFeed_Fake_21,2
BuzzFeed_Fake_72,BuzzFeed_Fake_48,1
BuzzFeed_Fake_72,BuzzFeed_Fake_86,1
BuzzFeed_Fake_81,BuzzFeed_Real_14,5
BuzzFeed_Fake_21,BuzzFeed_Fake_70,1
BuzzFeed_Real_90,BuzzFeed_Real_53,3
BuzzFeed_Real_90,BuzzFeed_Real_76,1
BuzzFeed_Real_84,BuzzFeed_Real_65,6
BuzzFeed_Fake_20,BuzzFeed_Real_61,4
BuzzFeed_Fake_20,BuzzFeed_Real_47,2
BuzzFeed_Fake_25,BuzzFeed_Fake_68,1
BuzzFeed_Fake_25,BuzzFeed_Fake_83,1
BuzzFeed_Real_11,BuzzFeed_Fake_75,8
BuzzFeed_Real_11,BuzzFeed_Fake_83,9
BuzzFeed_Real_11,BuzzFeed_Fake_74,7
BuzzFeed_Real_11,BuzzFeed_Fake_79,7
BuzzFeed_Real_11,BuzzFeed_Fake_87,8
BuzzFeed_Real_26,BuzzFeed_Fake_75,9
BuzzFeed_Real_26,BuzzFeed_Fake_86,7
BuzzFeed_Real_26,BuzzFeed_Real_14,7
BuzzFeed_Real_26,BuzzFeed_Fake_87,8
BuzzFeed_Fake_65,BuzzFeed_Fake_68,6
BuzzFeed_Fake_65,BuzzFeed_Fake_75,5
BuzzFeed_Fake_65,BuzzFeed_Fake_85,6
BuzzFeed_Fake_65,BuzzFeed_Fake_87,4
BuzzFeed_Fake_67,BuzzFeed_Fake_68,9
BuzzFeed_Fake_67,BuzzFeed_Fake_75,8
BuzzFeed_Fake_68,BuzzFeed_Fake_75,9
BuzzFeed_Fake_68,BuzzFeed_Fake_79,7
BuzzFeed_Fake_70,BuzzFeed_Fake_86,9
BuzzFeed_Fake_70,BuzzFeed_Fake_79,7
BuzzFeed_Fake_83,BuzzFeed_Real_33,9
BuzzFeed_Fake_86,BuzzFeed_Real_36,5
BuzzFeed_Fake_88,BuzzFeed_Fake_79,6
BuzzFeed_Fake_6,BuzzFeed_Real_61,2
BuzzFeed_Fake_6,BuzzFeed_Fake_3,1
BuzzFeed_Real_40,BuzzFeed_Real_69,1
BuzzFeed_Real_14,BuzzFeed_Fake_73,7
BuzzFeed_Real_14,BuzzFeed_Fake_87,7
BuzzFeed_Fake_3,BuzzFeed_Real_61,2
BuzzFeed_Real_61,BuzzFeed_Fake_26,1
