source,target,weight
BuzzFeed_Real_60,BuzzFeed_Fake_55,3
BuzzFeed_Real_60,BuzzFeed_Fake_60,2
BuzzFeed_Real_72,BuzzFeed_Real_87,31
BuzzFeed_Real_72,BuzzFeed_Fake_23,2
BuzzFeed_Real_72,BuzzFeed_Fake_44,1
BuzzFeed_Real_72,BuzzFeed_Fake_55,1
BuzzFeed_Real_72,BuzzFeed_Fake_60,6
BuzzFeed_Real_87,BuzzFeed_Fake_23,1
BuzzFeed_Real_87,BuzzFeed_Fake_44,2
BuzzFeed_Real_87,BuzzFeed_Fake_55,1
BuzzFeed_Real_87,BuzzFeed_Fake_60,3
BuzzFeed_Fake_23,BuzzFeed_Fake_44,2
BuzzFeed_Fake_23,BuzzFeed_Fake_55,1
BuzzFeed_Fake_23,BuzzFeed_Fake_60,1
BuzzFeed_Fake_44,BuzzFeed_Fake_55,4
BuzzFeed_Fake_44,BuzzFeed_Fake_60,5
BuzzFeed_Fake_55,BuzzFeed_Fake_60,3
BuzzFeed_Fake_89,BuzzFeed_Fake_90,57
BuzzFeed_Real_12,BuzzFeed_Real_45,1
BuzzFeed_Real_12,BuzzFeed_Real_55,5
BuzzFeed_Real_45,BuzzFeed_Real_55,3
BuzzFeed_Fake_77,BuzzFeed_Fake_89,183
BuzzFeed_Real_72,BuzzFeed_Fake_2,6
BuzzFeed_Real_72,BuzzFeed_Fake_51,1
BuzzFeed_Fake_2,BuzzFeed_Fake_51,18
BuzzFeed_Fake_59,BuzzFeed_Fake_62,23
BuzzFeed_Fake_14,BuzzFeed_Fake_31,9
BuzzFeed_Fake_14,BuzzFeed_Fake_47,15
BuzzFeed_Fake_14,BuzzFeed_Fake_50,5
BuzzFeed_Fake_14,BuzzFeed_Fake_51,14
BuzzFeed_Fake_31,BuzzFeed_Fake_47,19
BuzzFeed_Fake_31,BuzzFeed_Fake_50,10
BuzzFeed_Fake_31,BuzzFeed_Fake_51,19
BuzzFeed_Fake_47,BuzzFeed_Fake_50,14
BuzzFeed_Fake_47,BuzzFeed_Fake_51,13
BuzzFeed_Fake_50,BuzzFeed_Fake_51,13
BuzzFeed_Fake_2,BuzzFeed_Fake_22,16
BuzzFeed_Fake_2,BuzzFeed_Fake_49,90
BuzzFeed_Fake_2,BuzzFeed_Fake_80,65
BuzzFeed_Fake_22,BuzzFeed_Fake_49,24
BuzzFeed_Fake_22,BuzzFeed_Fake_80,13
BuzzFeed_Fake_2,BuzzFeed_Fake_5,4
BuzzFeed_Fake_2,BuzzFeed_Fake_34,22
BuzzFeed_Fake_2,BuzzFeed_Fake_37,3
BuzzFeed_Fake_2,BuzzFeed_Fake_52,7
BuzzFeed_Fake_2,BuzzFeed_Fake_89,49
BuzzFeed_Fake_5,BuzzFeed_Fake_22,2
BuzzFeed_Fake_5,BuzzFeed_Fake_34,4
BuzzFeed_Fake_5,BuzzFeed_Fake_37,1
BuzzFeed_Fake_5,BuzzFeed_Fake_49,7
BuzzFeed_Fake_5,BuzzFeed_Fake_52,1
BuzzFeed_Fake_5,BuzzFeed_Fake_89,7
BuzzFeed_Fake_22,BuzzFeed_Fake_34,19
BuzzFeed_Fake_22,BuzzFeed_Fake_37,1
BuzzFeed_Fake_22,BuzzFeed_Fake_52,5
BuzzFeed_Fake_22,BuzzFeed_Fake_89,18
BuzzFeed_Fake_34,BuzzFeed_Fake_37,2
BuzzFeed_Fake_34,BuzzFeed_Fake_49,29
BuzzFeed_Fake_34,BuzzFeed_Fake_52,5
BuzzFeed_Fake_34,BuzzFeed_Fake_89,31
BuzzFeed_Fake_37,BuzzFeed_Fake_49,4
BuzzFeed_Fake_37,BuzzFeed_Fake_52,4
BuzzFeed_Fake_37,BuzzFeed_Fake_89,1
BuzzFeed_Fake_49,BuzzFeed_Fake_52,15
BuzzFeed_Fake_52,BuzzFeed_Fake_89,9
BuzzFeed_Fake_49,BuzzFeed_Fake_77,78
BuzzFeed_Fake_49,BuzzFeed_Fake_90,38
BuzzFeed_Fake_77,BuzzFeed_Fake_90,44
BuzzFeed_Real_23,BuzzFeed_Fake_59,6
BuzzFeed_Real_72,BuzzFeed_Fake_77,4
BuzzFeed_Real_72,BuzzFeed_Fake_90,3
BuzzFeed_Fake_28,BuzzFeed_Fake_30,1
BuzzFeed_Fake_28,BuzzFeed_Fake_51,2
BuzzFeed_Fake_30,BuzzFeed_Fake_51,4
BuzzFeed_Real_72,BuzzFeed_Real_91,26
BuzzFeed_Real_58,BuzzFeed_Fake_19,1
BuzzFeed_Real_58,BuzzFeed_Fake_52,4
BuzzFeed_Fake_19,BuzzFeed_Fake_52,2
BuzzFeed_Real_31,BuzzFeed_Real_71,2
BuzzFeed_Real_31,BuzzFeed_Real_72,16
BuzzFeed_Real_31,BuzzFeed_Real_87,16
BuzzFeed_Real_31,BuzzFeed_Fake_62,1
BuzzFeed_Real_71,BuzzFeed_Real_72,4
BuzzFeed_Real_71,BuzzFeed_Real_87,3
BuzzFeed_Real_71,BuzzFeed_Fake_62,2
BuzzFeed_Real_72,BuzzFeed_Fake_62,10
BuzzFeed_Real_87,BuzzFeed_Fake_62,9
BuzzFeed_Real_15,BuzzFeed_Real_21,39
BuzzFeed_Real_10,BuzzFeed_Real_21,54
BuzzFeed_Real_10,BuzzFeed_Real_41,71
BuzzFeed_Real_10,BuzzFeed_Real_42,82
BuzzFeed_Real_21,BuzzFeed_Real_41,53
BuzzFeed_Real_21,BuzzFeed_Real_42,50
BuzzFeed_Real_41,BuzzFeed_Real_42,69
BuzzFeed_Real_5,BuzzFeed_Real_6,6
BuzzFeed_Real_5,BuzzFeed_Real_30,2
BuzzFeed_Real_5,BuzzFeed_Real_89,3
BuzzFeed_Real_5,BuzzFeed_Fake_2,3
BuzzFeed_Real_5,BuzzFeed_Fake_47,1
BuzzFeed_Real_5,BuzzFeed_Fake_80,2
BuzzFeed_Real_5,BuzzFeed_Fake_84,1
BuzzFeed_Real_6,BuzzFeed_Real_30,17
BuzzFeed_Real_6,BuzzFeed_Real_89,16
BuzzFeed_Real_6,BuzzFeed_Fake_2,1
BuzzFeed_Real_6,BuzzFeed_Fake_47,2
BuzzFeed_Real_6,BuzzFeed_Fake_80,2
BuzzFeed_Real_6,BuzzFeed_Fake_84,2
BuzzFeed_Real_30,BuzzFeed_Real_89,15
BuzzFeed_Real_30,BuzzFeed_Fake_2,1
BuzzFeed_Real_30,BuzzFeed_Fake_47,2
BuzzFeed_Real_30,BuzzFeed_Fake_80,2
BuzzFeed_Real_30,BuzzFeed_Fake_84,1
BuzzFeed_Real_89,BuzzFeed_Fake_2,4
BuzzFeed_Real_89,BuzzFeed_Fake_47,4
BuzzFeed_Real_89,BuzzFeed_Fake_80,5
BuzzFeed_Real_89,BuzzFeed_Fake_84,2
BuzzFeed_Fake_2,BuzzFeed_Fake_47,30
BuzzFeed_Fake_2,BuzzFeed_Fake_84,6
BuzzFeed_Fake_47,BuzzFeed_Fake_80,25
BuzzFeed_Fake_47,BuzzFeed_Fake_84,4
BuzzFeed_Fake_80,BuzzFeed_Fake_84,4
BuzzFeed_Real_23,BuzzFeed_Real_46,7
BuzzFeed_Real_23,BuzzFeed_Real_57,82
BuzzFeed_Real_46,BuzzFeed_Real_57,6
BuzzFeed_Real_46,BuzzFeed_Real_64,5
BuzzFeed_Real_57,BuzzFeed_Real_64,121
BuzzFeed_Fake_62,BuzzFeed_Fake_64,7
BuzzFeed_Real_31,BuzzFeed_Real_32,6
BuzzFeed_Real_2,BuzzFeed_Real_5,30
BuzzFeed_Real_2,BuzzFeed_Real_42,33
BuzzFeed_Real_2,BuzzFeed_Real_50,20
BuzzFeed_Real_2,BuzzFeed_Real_73,23
BuzzFeed_Real_2,BuzzFeed_Real_80,16
BuzzFeed_Real_5,BuzzFeed_Real_42,59
BuzzFeed_Real_5,BuzzFeed_Real_50,20
BuzzFeed_Real_5,BuzzFeed_Real_73,43
BuzzFeed_Real_5,BuzzFeed_Real_80,39
BuzzFeed_Real_42,BuzzFeed_Real_50,32
BuzzFeed_Real_42,BuzzFeed_Real_73,66
BuzzFeed_Real_42,BuzzFeed_Real_80,52
BuzzFeed_Real_50,BuzzFeed_Real_73,21
BuzzFeed_Real_50,BuzzFeed_Real_80,14
BuzzFeed_Real_73,BuzzFeed_Real_80,41
BuzzFeed_Fake_22,BuzzFeed_Fake_30,3
BuzzFeed_Fake_22,BuzzFeed_Fake_47,17
BuzzFeed_Fake_30,BuzzFeed_Fake_47,4
BuzzFeed_Real_42,BuzzFeed_Real_91,26
BuzzFeed_Fake_14,BuzzFeed_Fake_24,10
BuzzFeed_Fake_14,BuzzFeed_Fake_35,10
BuzzFeed_Fake_14,BuzzFeed_Fake_49,20
BuzzFeed_Fake_14,BuzzFeed_Fake_77,18
BuzzFeed_Fake_24,BuzzFeed_Fake_35,24
BuzzFeed_Fake_24,BuzzFeed_Fake_49,47
BuzzFeed_Fake_24,BuzzFeed_Fake_77,22
BuzzFeed_Fake_35,BuzzFeed_Fake_49,46
BuzzFeed_Fake_35,BuzzFeed_Fake_77,33
BuzzFeed_Real_78,BuzzFeed_Fake_59,1
BuzzFeed_Real_32,BuzzFeed_Fake_2,16
BuzzFeed_Real_32,BuzzFeed_Fake_14,4
BuzzFeed_Real_32,BuzzFeed_Fake_24,8
BuzzFeed_Real_32,BuzzFeed_Fake_49,23
BuzzFeed_Real_32,BuzzFeed_Fake_80,16
BuzzFeed_Fake_2,BuzzFeed_Fake_14,8
BuzzFeed_Fake_2,BuzzFeed_Fake_24,41
BuzzFeed_Fake_14,BuzzFeed_Fake_80,13
BuzzFeed_Fake_24,BuzzFeed_Fake_80,48
BuzzFeed_Real_45,BuzzFeed_Real_57,119
BuzzFeed_Real_45,BuzzFeed_Real_66,138
BuzzFeed_Real_45,BuzzFeed_Real_73,134
BuzzFeed_Real_57,BuzzFeed_Real_66,132
BuzzFeed_Real_57,BuzzFeed_Real_73,143
BuzzFeed_Real_64,BuzzFeed_Real_66,140
BuzzFeed_Real_64,BuzzFeed_Real_73,128
BuzzFeed_Real_66,BuzzFeed_Real_73,138
BuzzFeed_Real_17,BuzzFeed_Real_18,4
BuzzFeed_Real_72,BuzzFeed_Fake_64,3
BuzzFeed_Real_3,BuzzFeed_Real_5,38
BuzzFeed_Real_3,BuzzFeed_Real_7,36
BuzzFeed_Real_3,BuzzFeed_Real_9,29
BuzzFeed_Real_3,BuzzFeed_Real_34,32
BuzzFeed_Real_3,BuzzFeed_Real_42,40
BuzzFeed_Real_3,BuzzFeed_Real_51,37
BuzzFeed_Real_3,BuzzFeed_Real_57,35
BuzzFeed_Real_3,BuzzFeed_Real_71,34
BuzzFeed_Real_3,BuzzFeed_Real_73,39
BuzzFeed_Real_3,BuzzFeed_Real_80,31
BuzzFeed_Real_3,BuzzFeed_Real_86,33
BuzzFeed_Real_5,BuzzFeed_Real_7,41
BuzzFeed_Real_5,BuzzFeed_Real_9,47
BuzzFeed_Real_5,BuzzFeed_Real_34,37
BuzzFeed_Real_5,BuzzFeed_Real_51,38
BuzzFeed_Real_5,BuzzFeed_Real_57,40
BuzzFeed_Real_5,BuzzFeed_Real_71,37
BuzzFeed_Real_5,BuzzFeed_Real_86,40
BuzzFeed_Real_7,BuzzFeed_Real_9,34
BuzzFeed_Real_7,BuzzFeed_Real_34,40
BuzzFeed_Real_7,BuzzFeed_Real_42,43
BuzzFeed_Real_7,BuzzFeed_Real_51,41
BuzzFeed_Real_7,BuzzFeed_Real_57,44
BuzzFeed_Real_7,BuzzFeed_Real_71,38
BuzzFeed_Real_7,BuzzFeed_Real_73,38
BuzzFeed_Real_7,BuzzFeed_Real_80,42
BuzzFeed_Real_7,BuzzFeed_Real_86,39
BuzzFeed_Real_9,BuzzFeed_Real_34,32
BuzzFeed_Real_9,BuzzFeed_Real_42,59
BuzzFeed_Real_9,BuzzFeed_Real_51,32
BuzzFeed_Real_9,BuzzFeed_Real_57,34
BuzzFeed_Real_9,BuzzFeed_Real_71,34
BuzzFeed_Real_9,BuzzFeed_Real_73,33
BuzzFeed_Real_9,BuzzFeed_Real_80,37
BuzzFeed_Real_9,BuzzFeed_Real_86,31
BuzzFeed_Real_34,BuzzFeed_Real_42,50
BuzzFeed_Real_34,BuzzFeed_Real_51,37
BuzzFeed_Real_34,BuzzFeed_Real_57,39
BuzzFeed_Real_34,BuzzFeed_Real_71,34
BuzzFeed_Real_34,BuzzFeed_Real_73,37
BuzzFeed_Real_34,BuzzFeed_Real_80,32
BuzzFeed_Real_34,BuzzFeed_Real_86,36
BuzzFeed_Real_42,BuzzFeed_Real_51,48
BuzzFeed_Real_42,BuzzFeed_Real_57,51
BuzzFeed_Real_42,BuzzFeed_Real_71,44
BuzzFeed_Real_42,BuzzFeed_Real_86,40
BuzzFeed_Real_51,BuzzFeed_Real_57,41
BuzzFeed_Real_51,BuzzFeed_Real_71,40
BuzzFeed_Real_51,BuzzFeed_Real_73,42
BuzzFeed_Real_51,BuzzFeed_Real_80,40
BuzzFeed_Real_51,BuzzFeed_Real_86,38
BuzzFeed_Real_57,BuzzFeed_Real_71,38
BuzzFeed_Real_57,BuzzFeed_Real_80,38
BuzzFeed_Real_57,BuzzFeed_Real_86,39
BuzzFeed_Real_71,BuzzFeed_Real_73,39
BuzzFeed_Real_71,BuzzFeed_Real_80,36
BuzzFeed_Real_71,BuzzFeed_Real_86,35
BuzzFeed_Real_73,BuzzFeed_Real_86,37
BuzzFeed_Real_80,BuzzFeed_Real_86,35
BuzzFeed_Fake_44,BuzzFeed_Fake_76,5
BuzzFeed_Real_71,BuzzFeed_Real_83,2
BuzzFeed_Real_71,BuzzFeed_Real_85,19
BuzzFeed_Real_71,BuzzFeed_Real_91,3
BuzzFeed_Real_83,BuzzFeed_Real_85,3
BuzzFeed_Real_83,BuzzFeed_Real_91,11
BuzzFeed_Real_85,BuzzFeed_Real_91,2
BuzzFeed_Fake_19,BuzzFeed_Fake_89,18
BuzzFeed_Fake_50,BuzzFeed_Fake_52,3
BuzzFeed_Fake_50,BuzzFeed_Fake_77,15
BuzzFeed_Fake_52,BuzzFeed_Fake_77,11
BuzzFeed_Fake_22,BuzzFeed_Fake_50,7
BuzzFeed_Fake_34,BuzzFeed_Fake_50,13
BuzzFeed_Real_38,BuzzFeed_Real_85,7
BuzzFeed_Fake_4,BuzzFeed_Fake_49,64
BuzzFeed_Fake_4,BuzzFeed_Fake_80,37
BuzzFeed_Fake_4,BuzzFeed_Fake_91,2
BuzzFeed_Fake_49,BuzzFeed_Fake_91,1
BuzzFeed_Fake_80,BuzzFeed_Fake_91,1
BuzzFeed_Real_23,BuzzFeed_Real_66,76
BuzzFeed_Fake_47,BuzzFeed_Fake_49,49
BuzzFeed_Fake_2,BuzzFeed_Fake_9,11
BuzzFeed_Fake_2,BuzzFeed_Fake_50,15
BuzzFeed_Fake_9,BuzzFeed_Fake_22,8
BuzzFeed_Fake_9,BuzzFeed_Fake_50,6
BuzzFeed_Real_80,BuzzFeed_Real_87,7
BuzzFeed_Real_58,BuzzFeed_Fake_35,5
BuzzFeed_Fake_16,BuzzFeed_Fake_50,1
BuzzFeed_Real_89,BuzzFeed_Fake_49,7
BuzzFeed_Real_43,BuzzFeed_Fake_19,4
BuzzFeed_Real_43,BuzzFeed_Fake_47,5
BuzzFeed_Real_43,BuzzFeed_Fake_52,4
BuzzFeed_Fake_19,BuzzFeed_Fake_47,14
BuzzFeed_Fake_47,BuzzFeed_Fake_52,10
BuzzFeed_Real_42,BuzzFeed_Real_45,47
BuzzFeed_Fake_7,BuzzFeed_Fake_15,142
BuzzFeed_Real_56,BuzzFeed_Real_87,2
BuzzFeed_Fake_59,BuzzFeed_Fake_61,12
BuzzFeed_Real_25,BuzzFeed_Real_91,8
BuzzFeed_Real_1,BuzzFeed_Real_88,3
BuzzFeed_Real_1,BuzzFeed_Fake_17,4
BuzzFeed_Real_1,BuzzFeed_Fake_77,2
BuzzFeed_Real_88,BuzzFeed_Fake_17,3
BuzzFeed_Real_88,BuzzFeed_Fake_77,1
BuzzFeed_Fake_17,BuzzFeed_Fake_77,3
BuzzFeed_Fake_1,BuzzFeed_Fake_44,4
BuzzFeed_Fake_34,BuzzFeed_Fake_47,15
BuzzFeed_Real_43,BuzzFeed_Fake_37,2
BuzzFeed_Fake_49,BuzzFeed_Fake_51,32
BuzzFeed_Fake_51,BuzzFeed_Fake_57,8
BuzzFeed_Real_2,BuzzFeed_Real_57,24
BuzzFeed_Fake_4,BuzzFeed_Fake_31,25
BuzzFeed_Fake_4,BuzzFeed_Fake_89,35
BuzzFeed_Fake_31,BuzzFeed_Fake_89,18
BuzzFeed_Real_10,BuzzFeed_Real_81,14
BuzzFeed_Fake_51,BuzzFeed_Fake_52,4
BuzzFeed_Fake_9,BuzzFeed_Fake_13,4
BuzzFeed_Fake_9,BuzzFeed_Fake_34,20
BuzzFeed_Fake_9,BuzzFeed_Fake_39,4
BuzzFeed_Fake_13,BuzzFeed_Fake_34,7
BuzzFeed_Fake_13,BuzzFeed_Fake_39,42
BuzzFeed_Fake_34,BuzzFeed_Fake_39,7
BuzzFeed_Fake_18,BuzzFeed_Fake_49,28
BuzzFeed_Real_17,BuzzFeed_Real_44,9
BuzzFeed_Real_28,BuzzFeed_Fake_28,1
BuzzFeed_Fake_33,BuzzFeed_Fake_60,10
BuzzFeed_Fake_47,BuzzFeed_Fake_78,21
BuzzFeed_Fake_49,BuzzFeed_Fake_78,31
BuzzFeed_Real_87,BuzzFeed_Fake_59,17
BuzzFeed_Real_87,BuzzFeed_Fake_63,5
BuzzFeed_Fake_59,BuzzFeed_Fake_63,23
BuzzFeed_Fake_33,BuzzFeed_Fake_62,13
BuzzFeed_Fake_33,BuzzFeed_Fake_76,9
BuzzFeed_Fake_62,BuzzFeed_Fake_76,7
BuzzFeed_Real_10,BuzzFeed_Real_77,27
BuzzFeed_Real_21,BuzzFeed_Real_77,24
BuzzFeed_Real_41,BuzzFeed_Real_77,26
BuzzFeed_Real_42,BuzzFeed_Real_77,28
BuzzFeed_Real_5,BuzzFeed_Real_66,26
BuzzFeed_Real_9,BuzzFeed_Real_66,23
BuzzFeed_Real_42,BuzzFeed_Real_66,41
BuzzFeed_Real_2,BuzzFeed_Real_3,21
BuzzFeed_Real_2,BuzzFeed_Real_7,19
BuzzFeed_Real_2,BuzzFeed_Real_9,19
BuzzFeed_Real_2,BuzzFeed_Real_17,21
BuzzFeed_Real_2,BuzzFeed_Real_34,16
BuzzFeed_Real_2,BuzzFeed_Real_51,18
BuzzFeed_Real_2,BuzzFeed_Real_66,26
BuzzFeed_Real_2,BuzzFeed_Real_85,18
BuzzFeed_Real_2,BuzzFeed_Real_86,20
BuzzFeed_Real_3,BuzzFeed_Real_17,21
BuzzFeed_Real_3,BuzzFeed_Real_50,19
BuzzFeed_Real_3,BuzzFeed_Real_66,22
BuzzFeed_Real_3,BuzzFeed_Real_85,20
BuzzFeed_Real_5,BuzzFeed_Real_17,24
BuzzFeed_Real_5,BuzzFeed_Real_85,18
BuzzFeed_Real_7,BuzzFeed_Real_17,21
BuzzFeed_Real_7,BuzzFeed_Real_50,17
BuzzFeed_Real_7,BuzzFeed_Real_66,20
BuzzFeed_Real_7,BuzzFeed_Real_85,18
BuzzFeed_Real_9,BuzzFeed_Real_17,17
BuzzFeed_Real_9,BuzzFeed_Real_50,10
BuzzFeed_Real_9,BuzzFeed_Real_85,11
BuzzFeed_Real_17,BuzzFeed_Real_34,18
BuzzFeed_Real_17,BuzzFeed_Real_42,27
BuzzFeed_Real_17,BuzzFeed_Real_50,19
BuzzFeed_Real_17,BuzzFeed_Real_51,21
BuzzFeed_Real_17,BuzzFeed_Real_57,25
BuzzFeed_Real_17,BuzzFeed_Real_66,23
BuzzFeed_Real_17,BuzzFeed_Real_73,26
BuzzFeed_Real_17,BuzzFeed_Real_80,18
BuzzFeed_Real_17,BuzzFeed_Real_85,19
BuzzFeed_Real_17,BuzzFeed_Real_86,20
BuzzFeed_Real_34,BuzzFeed_Real_50,32
BuzzFeed_Real_34,BuzzFeed_Real_66,17
BuzzFeed_Real_34,BuzzFeed_Real_85,17
BuzzFeed_Real_42,BuzzFeed_Real_85,22
BuzzFeed_Real_50,BuzzFeed_Real_51,16
BuzzFeed_Real_50,BuzzFeed_Real_57,19
BuzzFeed_Real_50,BuzzFeed_Real_66,20
BuzzFeed_Real_50,BuzzFeed_Real_85,18
BuzzFeed_Real_50,BuzzFeed_Real_86,17
BuzzFeed_Real_51,BuzzFeed_Real_66,21
BuzzFeed_Real_51,BuzzFeed_Real_85,21
BuzzFeed_Real_57,BuzzFeed_Real_85,20
BuzzFeed_Real_66,BuzzFeed_Real_80,16
BuzzFeed_Real_66,BuzzFeed_Real_85,19
BuzzFeed_Real_66,BuzzFeed_Real_86,19
BuzzFeed_Real_73,BuzzFeed_Real_85,22
BuzzFeed_Real_80,BuzzFeed_Real_85,16
BuzzFeed_Real_85,BuzzFeed_Real_86,17
BuzzFeed_Real_64,BuzzFeed_Fake_33,1
BuzzFeed_Fake_4,BuzzFeed_Fake_56,3
BuzzFeed_Fake_4,BuzzFeed_Fake_57,20
BuzzFeed_Fake_4,BuzzFeed_Fake_77,24
BuzzFeed_Fake_56,BuzzFeed_Fake_57,7
BuzzFeed_Fake_56,BuzzFeed_Fake_77,9
BuzzFeed_Fake_57,BuzzFeed_Fake_77,21
BuzzFeed_Real_3,BuzzFeed_Real_15,1
BuzzFeed_Real_3,BuzzFeed_Real_32,2
BuzzFeed_Real_3,BuzzFeed_Real_44,3
BuzzFeed_Real_3,BuzzFeed_Real_46,4
BuzzFeed_Real_3,BuzzFeed_Fake_77,1
BuzzFeed_Real_3,BuzzFeed_Fake_82,1
BuzzFeed_Real_3,BuzzFeed_Fake_89,1
BuzzFeed_Real_3,BuzzFeed_Fake_90,1
BuzzFeed_Real_5,BuzzFeed_Real_15,3
BuzzFeed_Real_5,BuzzFeed_Real_32,3
BuzzFeed_Real_5,BuzzFeed_Real_44,6
BuzzFeed_Real_5,BuzzFeed_Real_46,4
BuzzFeed_Real_5,BuzzFeed_Fake_77,2
BuzzFeed_Real_5,BuzzFeed_Fake_82,1
BuzzFeed_Real_5,BuzzFeed_Fake_89,2
BuzzFeed_Real_5,BuzzFeed_Fake_90,1
BuzzFeed_Real_7,BuzzFeed_Real_15,2
BuzzFeed_Real_7,BuzzFeed_Real_32,2
BuzzFeed_Real_7,BuzzFeed_Real_44,4
BuzzFeed_Real_7,BuzzFeed_Fake_77,1
BuzzFeed_Real_7,BuzzFeed_Fake_82,1
BuzzFeed_Real_7,BuzzFeed_Fake_89,1
BuzzFeed_Real_7,BuzzFeed_Fake_90,1
BuzzFeed_Real_15,BuzzFeed_Real_32,3
BuzzFeed_Real_15,BuzzFeed_Real_44,6
BuzzFeed_Real_15,BuzzFeed_Real_46,4
BuzzFeed_Real_15,BuzzFeed_Real_50,1
BuzzFeed_Real_15,BuzzFeed_Real_66,7
BuzzFeed_Real_15,BuzzFeed_Real_86,3
BuzzFeed_Real_15,BuzzFeed_Fake_77,1
BuzzFeed_Real_15,BuzzFeed_Fake_82,1
BuzzFeed_Real_15,BuzzFeed_Fake_89,2
BuzzFeed_Real_15,BuzzFeed_Fake_90,1
BuzzFeed_Real_32,BuzzFeed_Real_44,5
BuzzFeed_Real_32,BuzzFeed_Real_46,12
BuzzFeed_Real_32,BuzzFeed_Real_50,2
BuzzFeed_Real_32,BuzzFeed_Real_66,2
BuzzFeed_Real_32,BuzzFeed_Real_86,2
BuzzFeed_Real_32,BuzzFeed_Fake_77,34
BuzzFeed_Real_32,BuzzFeed_Fake_82,1
BuzzFeed_Real_32,BuzzFeed_Fake_89,40
BuzzFeed_Real_32,BuzzFeed_Fake_90,15
BuzzFeed_Real_44,BuzzFeed_Real_46,6
BuzzFeed_Real_44,BuzzFeed_Real_50,2
BuzzFeed_Real_44,BuzzFeed_Real_66,5
BuzzFeed_Real_44,BuzzFeed_Real_86,2
BuzzFeed_Real_44,BuzzFeed_Fake_77,2
BuzzFeed_Real_44,BuzzFeed_Fake_82,2
BuzzFeed_Real_44,BuzzFeed_Fake_89,2
BuzzFeed_Real_44,BuzzFeed_Fake_90,1
BuzzFeed_Real_46,BuzzFeed_Real_50,7
BuzzFeed_Real_46,BuzzFeed_Real_66,6
BuzzFeed_Real_46,BuzzFeed_Real_86,3
BuzzFeed_Real_46,BuzzFeed_Fake_77,2
BuzzFeed_Real_46,BuzzFeed_Fake_82,1
BuzzFeed_Real_46,BuzzFeed_Fake_89,4
BuzzFeed_Real_46,BuzzFeed_Fake_90,2
BuzzFeed_Real_50,BuzzFeed_Fake_77,1
BuzzFeed_Real_50,BuzzFeed_Fake_82,1
BuzzFeed_Real_50,BuzzFeed_Fake_89,1
BuzzFeed_Real_50,BuzzFeed_Fake_90,1
BuzzFeed_Real_66,BuzzFeed_Fake_77,1
BuzzFeed_Real_66,BuzzFeed_Fake_82,1
BuzzFeed_Real_66,BuzzFeed_Fake_89,1
BuzzFeed_Real_66,BuzzFeed_Fake_90,1
BuzzFeed_Real_86,BuzzFeed_Fake_77,1
BuzzFeed_Real_86,BuzzFeed_Fake_82,1
BuzzFeed_Real_86,BuzzFeed_Fake_89,1
BuzzFeed_Real_86,BuzzFeed_Fake_90,1
BuzzFeed_Fake_77,BuzzFeed_Fake_82,10
BuzzFeed_Fake_82,BuzzFeed_Fake_89,9
BuzzFeed_Fake_82,BuzzFeed_Fake_90,11
BuzzFeed_Fake_2,BuzzFeed_Fake_90,21
BuzzFeed_Real_13,BuzzFeed_Real_64,14
BuzzFeed_Real_41,BuzzFeed_Fake_62,4
BuzzFeed_Real_41,BuzzFeed_Fake_63,2
BuzzFeed_Fake_62,BuzzFeed_Fake_63,11
BuzzFeed_Fake_7,BuzzFeed_Fake_10,11
